user_id,order_id,order_date,product_name,order_value,discount_given
C0003,O50145,2025-06-29,South Indian Thali,1446,249
C0003,O50146,2025-05-27,North Indian Thali,641,95
C0003,O50147,2025-09-14,Burger,1215,3
C0003,O50148,2025-01-16,Pizza,991,246
C0003,O50149,2025-09-15,Noodles,696,159
C0003,O50150,2025-12-06,Pizza,889,162
C0003,O50151,2025-02-02,South Indian Thali,1156,178
C0003,O50152,2025-04-11,South Indian Thali,1491,64
C0003,O50153,2025-06-17,Chicken Biryani,1266,43
C0003,O50154,2025-10-12,North Indian Thali,596,11
C0003,O50155,2025-04-05,Noodles,1476,241
C0003,O50156,2025-02-04,Fried Rice,926,89
C0003,O50157,2025-09-21,Chicken Biryani,804,89
C0003,O50158,2025-04-25,Veg Biryani,816,195
C0003,O50159,2025-11-10,Noodles,1298,216
C0003,O50160,2025-10-04,Pasta,1220,248
C0003,O50161,2025-06-13,Burger,656,191
C0003,O50162,2025-08-15,Chicken Biryani,1322,35
C0004,O50163,2025-04-06,Burger,862,189
C0004,O50164,2025-08-12,North Indian Thali,236,267
C0004,O50165,2025-07-02,Veg Biryani,478,216
C0004,O50166,2025-12-21,Veg Biryani,1072,285
C0004,O50167,2025-09-30,Fried Rice,261,83
C0004,O50168,2025-08-05,Veg Biryani,596,186
C0004,O50169,2025-01-19,South Indian Thali,376,99
C0004,O50170,2025-08-21,Pizza,275,264
C0004,O50171,2025-10-11,Pizza,917,222
C0004,O50172,2025-02-21,Fried Rice,1050,143
C0004,O50173,2025-03-10,South Indian Thali,1322,24
C0004,O50174,2025-02-22,Pizza,1374,143
C0004,O50175,2025-02-26,Pasta,1262,108
C0004,O50176,2025-06-30,South Indian Thali,1265,185
C0004,O50177,2025-08-11,North Indian Thali,833,132
C0004,O50178,2025-06-12,Sandwich,1438,220
C0004,O50179,2025-08-23,Burger,857,238
C0004,O50180,2025-03-17,South Indian Thali,1232,73
C0004,O50181,2025-09-10,Burger,1453,6
C0004,O50182,2025-06-23,Pasta,1391,169
C0004,O50183,2025-10-10,Sandwich,833,193
C0004,O50184,2025-01-05,Noodles,228,164
C0004,O50185,2025-12-05,Fried Rice,699,144
C0004,O50186,2025-11-23,South Indian Thali,416,131
C0004,O50187,2025-10-19,Fried Rice,1293,251
C0004,O50188,2025-10-02,Veg Biryani,644,181
C0004,O50189,2025-06-16,Burger,290,201
C0004,O50190,2025-12-12,Burger,238,125
C0004,O50191,2025-06-22,Veg Biryani,852,241
C0004,O50192,2025-08-08,Noodles,1281,147
C0004,O50193,2025-11-13,Chicken Biryani,1094,0
C0004,O50194,2025-12-14,North Indian Thali,389,190
C0004,O50195,2025-11-08,South Indian Thali,1128,116
C0004,O50196,2025-05-14,Burger,257,43
C0004,O50197,2025-06-22,North Indian Thali,871,172
C0004,O50198,2025-11-13,Burger,1014,148
C0004,O50199,2025-03-21,Chicken Biryani,1085,212
C0004,O50200,2025-07-22,Veg Biryani,963,228
C0004,O50201,2025-06-13,Chicken Biryani,1450,146
C0004,O50202,2025-01-20,Burger,246,232
C0004,O50203,2025-11-01,Veg Biryani,1366,0
C0004,O50204,2025-02-23,Chicken Biryani,1482,143
C0004,O50205,2025-01-12,Noodles,935,271
C0004,O50206,2025-12-24,Veg Biryani,1171,155
C0004,O50207,2025-01-08,South Indian Thali,1345,163
C0004,O50208,2025-03-31,Burger,897,177
C0004,O50209,2025-01-28,Pasta,931,40
C0005,O50210,2025-07-11,Fried Rice,701,144
C0005,O50211,2025-07-20,Burger,1128,211
C0005,O50212,2025-08-08,South Indian Thali,951,45
C0005,O50213,2025-02-04,Pizza,1476,81
C0005,O50214,2025-09-13,North Indian Thali,908,9
C0005,O50215,2025-11-08,North Indian Thali,997,241
C0005,O50216,2025-09-08,Fried Rice,1076,4
C0005,O50217,2025-04-29,Burger,1215,288
C0005,O50218,2025-03-06,Fried Rice,345,223
C0005,O50219,2025-08-27,Sandwich,376,266
C0005,O50220,2025-12-07,Burger,262,216
C0005,O50221,2025-12-08,Veg Biryani,1026,282
C0005,O50222,2025-06-26,Veg Biryani,304,98
C0005,O50223,2025-11-07,Sandwich,717,196
C0005,O50224,2025-12-17,Noodles,970,22
C0005,O50225,2025-02-22,Sandwich,876,201
C0005,O50226,2025-03-24,Sandwich,1368,84
C0005,O50227,2025-03-19,Fried Rice,656,0
C0005,O50228,2025-02-20,Chicken Biryani,884,204
C0005,O50229,2025-09-17,Veg Biryani,648,287
C0005,O50230,2025-02-03,Chicken Biryani,294,71
C0005,O50231,2025-02-08,Sandwich,353,249
C0005,O50232,2025-06-11,Noodles,637,117
C0005,O50233,2025-09-16,Veg Biryani,467,53
C0005,O50234,2025-08-24,Burger,588,221
C0005,O50235,2025-09-08,Burger,600,111
C0005,O50236,2025-09-12,Burger,1118,206
C0005,O50237,2025-08-17,South Indian Thali,1052,65
C0005,O50238,2025-03-16,Fried Rice,634,102
C0005,O50239,2025-07-11,Pizza,963,225
C0005,O50240,2025-10-21,Sandwich,297,285
C0005,O50241,2025-12-01,Pizza,1058,248
C0005,O50242,2025-06-15,Pasta,1183,29
C0005,O50243,2025-09-04,Fried Rice,1329,50
C0005,O50244,2025-03-22,Burger,332,284
C0005,O50245,2025-05-18,Veg Biryani,383,272
C0005,O50246,2025-12-06,Fried Rice,1183,68
C0005,O50247,2025-02-03,South Indian Thali,252,204
C0005,O50248,2025-05-06,Veg Biryani,242,239
C0005,O50249,2025-04-21,Chicken Biryani,960,150
C0005,O50250,2025-07-02,South Indian Thali,1047,94
C0005,O50251,2025-01-08,Chicken Biryani,1099,183
C0005,O50252,2025-10-08,Veg Biryani,1418,194
C0005,O50253,2025-06-04,Burger,292,159
C0005,O50254,2025-03-02,Pizza,833,50
C0005,O50255,2025-10-04,Sandwich,1228,91
C0005,O50256,2025-06-19,Fried Rice,733,0
C0005,O50257,2025-05-13,Fried Rice,432,11
C0005,O50258,2025-12-12,Burger,1269,33
C0005,O50259,2025-03-19,Sandwich,1296,281
C0005,O50260,2025-09-06,Chicken Biryani,246,120
C0005,O50261,2025-08-02,Pizza,438,55
C0005,O50262,2025-12-16,Sandwich,306,47
C0005,O50263,2025-03-02,Chicken Biryani,536,25
C0005,O50264,2025-10-19,Sandwich,1480,7
C0005,O50265,2025-04-23,Pasta,1476,179
C0005,O50266,2025-07-26,Fried Rice,502,126
C0005,O50267,2025-02-25,Pasta,925,13
C0005,O50268,2025-01-28,Sandwich,277,215
C0005,O50269,2025-12-31,South Indian Thali,865,13
C0005,O50270,2025-07-06,Fried Rice,1082,6
C0005,O50271,2025-01-03,Pizza,1118,237
C0005,O50272,2025-12-29,Burger,1497,293
C0005,O50273,2025-08-15,Pasta,1238,191
C0005,O50274,2025-04-29,Burger,684,27
C0006,O50275,2025-02-08,Chicken Biryani,1496,230
C0006,O50276,2025-03-27,North Indian Thali,325,299
C0006,O50277,2025-01-25,South Indian Thali,344,12
C0006,O50278,2025-07-31,Chicken Biryani,224,67
C0006,O50279,2025-03-08,Noodles,432,108
C0006,O50280,2025-05-26,Chicken Biryani,310,227
C0006,O50281,2025-04-21,Chicken Biryani,233,110
C0006,O50282,2025-09-21,North Indian Thali,947,82
C0006,O50283,2025-02-11,Fried Rice,624,100
C0006,O50284,2025-01-06,South Indian Thali,891,281
C0006,O50285,2025-11-16,South Indian Thali,514,228
C0006,O50286,2025-10-16,Pizza,861,276
C0006,O50287,2025-07-17,Chicken Biryani,823,3
C0006,O50288,2025-12-16,South Indian Thali,1042,94
C0006,O50289,2025-06-01,Veg Biryani,1022,136
C0006,O50290,2025-09-04,Pizza,1098,242
C0006,O50291,2025-01-31,Veg Biryani,1263,228
C0006,O50292,2025-02-05,North Indian Thali,1119,222
C0006,O50293,2025-01-06,Veg Biryani,667,219
C0006,O50294,2025-03-16,Burger,203,133
C0006,O50295,2025-04-28,Sandwich,1080,93
C0006,O50296,2025-03-03,Veg Biryani,393,202
C0006,O50297,2025-01-26,North Indian Thali,372,299
C0006,O50298,2025-05-13,Burger,525,117
C0006,O50299,2025-11-20,North Indian Thali,923,224
C0006,O50300,2025-01-20,North Indian Thali,312,139
C0006,O50301,2025-02-16,Chicken Biryani,200,89
C0006,O50302,2025-05-22,North Indian Thali,519,37
C0006,O50303,2025-10-20,Veg Biryani,338,258
C0006,O50304,2025-06-10,Sandwich,1101,177
C0006,O50305,2025-01-10,North Indian Thali,460,137
C0006,O50306,2025-06-21,North Indian Thali,1097,12
C0006,O50307,2025-06-17,South Indian Thali,520,100
C0006,O50308,2025-11-25,Noodles,984,264
C0006,O50309,2025-02-07,Pasta,1318,68
C0006,O50310,2025-11-14,Burger,435,136
C0006,O50311,2025-03-17,Noodles,712,295
C0006,O50312,2025-11-16,Burger,1117,59
C0006,O50313,2025-11-16,Pasta,1072,228
C0007,O50314,2025-11-12,Sandwich,997,290
C0007,O50315,2025-08-01,Pizza,1388,4
C0007,O50316,2025-12-05,Pasta,277,61
C0007,O50317,2025-05-12,Fried Rice,800,236
C0007,O50318,2025-02-11,Noodles,288,295
C0007,O50319,2025-11-24,Veg Biryani,815,13
C0007,O50320,2025-10-15,Chicken Biryani,621,22
C0007,O50321,2025-03-04,Fried Rice,342,152
C0007,O50322,2025-05-25,North Indian Thali,1448,103
C0007,O50323,2025-04-14,North Indian Thali,1262,197
C0007,O50324,2025-05-14,Veg Biryani,778,178
C0007,O50325,2025-02-11,Veg Biryani,1238,110
C0007,O50326,2025-06-06,South Indian Thali,677,230
C0007,O50327,2025-06-06,Burger,749,96
C0007,O50328,2025-10-16,South Indian Thali,1477,195
C0007,O50329,2025-03-27,Pasta,716,122
C0007,O50330,2025-11-26,Pizza,1064,117
C0007,O50331,2025-10-21,Noodles,1382,227
C0007,O50332,2025-12-31,Veg Biryani,415,183
C0007,O50333,2025-01-15,Burger,1380,135
C0007,O50334,2025-09-18,Noodles,1380,46
C0007,O50335,2025-11-20,Pasta,1043,172
C0007,O50336,2025-05-10,Pizza,294,114
C0007,O50337,2025-08-31,Fried Rice,993,298
C0007,O50338,2025-10-10,South Indian Thali,268,147
C0007,O50339,2025-01-11,Pasta,1477,37
C0007,O50340,2025-05-14,North Indian Thali,911,22
C0007,O50341,2025-10-30,South Indian Thali,545,217
C0007,O50342,2025-05-21,Chicken Biryani,1157,209
C0007,O50343,2025-04-21,South Indian Thali,1027,170
C0007,O50344,2025-12-22,Pasta,1207,132
C0007,O50345,2025-10-20,Veg Biryani,326,105
C0007,O50346,2025-04-02,Pizza,1213,50
C0007,O50347,2025-01-29,Pasta,978,256
C0007,O50348,2025-10-29,Veg Biryani,619,181
C0007,O50349,2025-11-09,Veg Biryani,1224,54
C0007,O50350,2025-05-29,South Indian Thali,1168,136
C0007,O50351,2025-07-21,Pizza,512,116
C0007,O50352,2025-06-03,Pasta,1136,290
C0007,O50353,2025-03-04,Pasta,443,24
C0007,O50354,2025-03-31,North Indian Thali,274,293
C0007,O50355,2025-07-29,Burger,674,16
C0007,O50356,2025-05-08,Noodles,1138,250
C0008,O50357,2025-07-01,Burger,863,24
C0008,O50358,2025-06-29,Pasta,909,160
C0008,O50359,2025-06-26,South Indian Thali,484,62
C0008,O50360,2025-05-30,Fried Rice,865,155
C0008,O50361,2025-02-18,Pasta,1166,83
C0008,O50362,2025-12-27,Chicken Biryani,888,147
C0008,O50363,2025-04-28,Veg Biryani,541,62
C0008,O50364,2025-07-08,Sandwich,760,256
C0008,O50365,2025-08-12,Pasta,1364,214
C0008,O50366,2025-07-30,Chicken Biryani,231,157
C0008,O50367,2025-10-12,Chicken Biryani,628,285
C0008,O50368,2025-05-24,Noodles,1242,17
C0008,O50369,2025-09-14,Pizza,789,174
C0008,O50370,2025-07-13,Pasta,701,112
C0008,O50371,2025-04-24,Pizza,1445,165
C0008,O50372,2025-11-15,Fried Rice,1487,54
C0008,O50373,2025-12-25,South Indian Thali,999,265
C0008,O50374,2025-06-11,Sandwich,286,54
C0008,O50375,2025-10-15,South Indian Thali,1401,7
C0008,O50376,2025-11-17,Chicken Biryani,512,246
C0008,O50377,2025-11-19,Veg Biryani,642,254
C0008,O50378,2025-11-24,Veg Biryani,1277,248
C0008,O50379,2025-08-27,Pizza,1452,66
C0008,O50380,2025-02-20,South Indian Thali,1206,263
C0008,O50381,2025-10-18,Chicken Biryani,295,87
C0008,O50382,2025-03-19,Noodles,1343,164
C0008,O50383,2025-07-01,North Indian Thali,668,222
C0008,O50384,2025-11-07,South Indian Thali,1143,6
C0008,O50385,2025-11-26,Pizza,974,160
C0008,O50386,2025-05-31,Sandwich,1308,146
C0008,O50387,2025-04-22,Pizza,1114,35
C0008,O50388,2025-10-12,Chicken Biryani,899,81
C0008,O50389,2025-01-02,Pasta,1014,196
C0008,O50390,2025-01-11,Noodles,945,194
C0008,O50391,2025-04-29,Chicken Biryani,595,19
C0008,O50392,2025-09-18,Noodles,1004,255
C0008,O50393,2025-08-10,Burger,1104,225
C0008,O50394,2025-02-22,Burger,1139,279
C0008,O50395,2025-03-22,Veg Biryani,913,157
C0008,O50396,2025-04-30,Noodles,258,214
C0008,O50397,2025-05-08,South Indian Thali,935,208
C0008,O50398,2025-04-25,Sandwich,1432,13
C0008,O50399,2025-01-09,North Indian Thali,751,236
C0008,O50400,2025-10-08,Pizza,1424,245
C0008,O50401,2025-10-05,Burger,1458,3
C0008,O50402,2025-06-03,Pizza,641,28
C0008,O50403,2025-04-19,Pizza,809,214
C0008,O50404,2025-10-20,Sandwich,274,145
C0008,O50405,2025-05-08,Chicken Biryani,241,40
C0008,O50406,2025-02-03,Pizza,1240,164
C0008,O50407,2025-06-02,Noodles,1197,75
C0008,O50408,2025-03-28,Sandwich,541,26
C0008,O50409,2025-11-09,Burger,845,218
C0008,O50410,2025-06-17,Pasta,809,267
C0008,O50411,2025-08-25,Pizza,1020,172
C0008,O50412,2025-07-09,Veg Biryani,833,45
C0008,O50413,2025-03-05,Sandwich,329,192
C0008,O50414,2025-11-03,Chicken Biryani,892,291
C0008,O50415,2025-10-09,Fried Rice,228,148
C0008,O50416,2025-09-24,Burger,210,163
C0008,O50417,2025-04-23,Burger,386,294
C0008,O50418,2025-08-20,Fried Rice,1450,97
C0008,O50419,2025-02-24,Noodles,822,151
C0008,O50420,2025-09-03,Pasta,605,68
C0008,O50421,2025-11-08,Burger,950,147
C0008,O50422,2025-08-15,Burger,1467,200
C0008,O50423,2025-06-03,Chicken Biryani,272,200
C0008,O50424,2025-10-23,Burger,1240,128
C0008,O50425,2025-08-05,Sandwich,260,103
C0008,O50426,2025-02-11,Noodles,224,38
C0008,O50427,2025-10-18,Pasta,330,228
C0008,O50428,2025-04-18,Veg Biryani,371,101
C0008,O50429,2025-12-20,Pasta,723,274
C0008,O50430,2025-04-11,Noodles,1267,16
C0008,O50431,2025-11-26,South Indian Thali,211,79
C0008,O50432,2025-08-04,Sandwich,538,263
C0008,O50433,2025-05-29,South Indian Thali,1304,214
C0008,O50434,2025-07-17,Noodles,1423,24
C0008,O50435,2025-03-30,Chicken Biryani,1491,142
C0008,O50436,2025-02-28,Veg Biryani,688,25
C0009,O50437,2025-10-15,Pasta,977,15
C0009,O50438,2025-07-18,Pizza,600,281
C0009,O50439,2025-03-27,North Indian Thali,449,269
C0009,O50440,2025-12-01,Pasta,828,6
C0009,O50441,2025-05-17,Chicken Biryani,1082,175
C0009,O50442,2025-11-24,Veg Biryani,1026,214
C0009,O50443,2025-03-23,North Indian Thali,1446,102
C0009,O50444,2025-09-30,Sandwich,1382,151
C0009,O50445,2025-04-18,Noodles,387,97
C0009,O50446,2025-05-11,Noodles,1004,170
C0009,O50447,2025-07-02,Sandwich,1182,38
C0009,O50448,2025-01-15,North Indian Thali,696,3
C0009,O50449,2025-12-15,South Indian Thali,1181,209
C0009,O50450,2025-06-10,Veg Biryani,215,107
C0009,O50451,2025-11-07,Sandwich,938,169
C0009,O50452,2025-02-03,North Indian Thali,613,250
C0009,O50453,2025-09-04,Burger,1364,273
C0009,O50454,2025-04-06,Pasta,1262,28
C0009,O50455,2025-11-14,Chicken Biryani,444,235
C0009,O50456,2025-07-04,Sandwich,471,235
C0009,O50457,2025-08-27,Chicken Biryani,576,265
C0009,O50458,2025-12-25,South Indian Thali,539,64
C0009,O50459,2025-06-26,South Indian Thali,202,141
C0009,O50460,2025-06-07,Burger,523,145
C0009,O50461,2025-10-20,Noodles,631,192
C0009,O50462,2025-03-14,Sandwich,598,139
C0009,O50463,2025-07-06,Veg Biryani,260,197
C0009,O50464,2025-10-22,Noodles,210,61
C0009,O50465,2025-11-29,North Indian Thali,425,152
C0009,O50466,2025-07-18,Noodles,763,259
C0009,O50467,2025-02-28,Veg Biryani,1084,242
C0009,O50468,2025-11-26,Pasta,1330,225
C0009,O50469,2025-11-09,South Indian Thali,417,240
C0009,O50470,2025-09-16,Pasta,253,46
C0009,O50471,2025-08-03,Sandwich,888,8
C0009,O50472,2025-04-09,Noodles,1243,240
C0009,O50473,2025-03-02,Sandwich,618,177
C0009,O50474,2025-12-04,Pasta,261,144
C0009,O50475,2025-08-04,South Indian Thali,202,159
C0009,O50476,2025-08-15,Pizza,980,119
C0009,O50477,2025-03-30,Burger,528,67
C0009,O50478,2025-12-23,Sandwich,1490,104
C0009,O50479,2025-11-19,Sandwich,834,28
C0009,O50480,2025-05-17,Pizza,1418,225
C0009,O50481,2025-11-28,North Indian Thali,369,8
C0009,O50482,2025-02-09,North Indian Thali,1484,225
C0009,O50483,2025-05-04,Pasta,1174,37
C0009,O50484,2025-11-24,Sandwich,1474,175
C0009,O50485,2025-03-31,South Indian Thali,1113,36
C0009,O50486,2025-11-12,Chicken Biryani,1172,283
C0009,O50487,2025-03-22,Pasta,1337,39
C0009,O50488,2025-10-28,Pasta,423,114
C0009,O50489,2025-07-05,Burger,1263,39
C0009,O50490,2025-12-13,Sandwich,1485,215
C0009,O50491,2025-05-27,North Indian Thali,535,167
C0009,O50492,2025-04-02,North Indian Thali,552,58
C0009,O50493,2025-02-28,Noodles,1015,168
C0009,O50494,2025-09-26,Fried Rice,562,44
C0009,O50495,2025-12-11,Fried Rice,1393,190
C0009,O50496,2025-06-04,Fried Rice,621,187
C0009,O50497,2025-01-07,Burger,332,234
C0009,O50498,2025-02-14,South Indian Thali,1025,248
C0009,O50499,2025-01-31,Fried Rice,734,159
C0009,O50500,2025-12-29,Pizza,281,257
C0009,O50501,2025-07-25,Veg Biryani,788,11
C0009,O50502,2025-10-22,Pasta,1447,12
C0009,O50503,2025-02-15,South Indian Thali,1336,232
C0009,O50504,2025-01-17,North Indian Thali,559,222
C0009,O50505,2025-12-20,Noodles,899,162
C0009,O50506,2025-11-22,Veg Biryani,666,73
C0009,O50507,2025-08-21,Burger,1447,59
C0009,O50508,2025-12-01,Pasta,1445,36
C0009,O50509,2025-10-05,Burger,1419,241
C0009,O50510,2025-11-20,Burger,930,191
C0009,O50511,2025-01-17,Pizza,723,192
C0009,O50512,2025-01-22,Chicken Biryani,673,119
C0010,O50513,2025-11-02,Chicken Biryani,1493,191
C0010,O50514,2025-06-24,Burger,484,203
C0010,O50515,2025-06-13,Fried Rice,962,226
C0010,O50516,2025-01-07,North Indian Thali,228,32
C0010,O50517,2025-05-14,Veg Biryani,1078,78
C0010,O50518,2025-02-27,Fried Rice,937,284
C0010,O50519,2025-01-04,Sandwich,1322,38
C0010,O50520,2025-09-28,North Indian Thali,1086,284
C0010,O50521,2025-06-06,Burger,1298,287
C0010,O50522,2025-05-10,Sandwich,1173,83
C0010,O50523,2025-01-22,Fried Rice,1048,235
C0010,O50524,2025-04-02,Sandwich,1188,20
C0010,O50525,2025-10-30,Burger,1068,83
C0010,O50526,2025-09-19,Pizza,1480,57
C0010,O50527,2025-01-15,Chicken Biryani,1385,162
C0010,O50528,2025-11-16,Veg Biryani,1208,280
C0010,O50529,2025-10-07,Sandwich,1494,207
C0010,O50530,2025-01-27,Burger,1283,144
C0010,O50531,2025-04-03,Pizza,719,78
C0010,O50532,2025-01-27,South Indian Thali,398,180
C0010,O50533,2025-01-24,Fried Rice,577,45
C0010,O50534,2025-01-15,Chicken Biryani,1376,221
C0010,O50535,2025-07-25,South Indian Thali,654,272
C0010,O50536,2025-08-24,Burger,720,165
C0010,O50537,2025-11-15,Veg Biryani,925,116
C0010,O50538,2025-12-10,Fried Rice,783,63
